id,name,value,category
1453,User1453,84,A
1454,User1454,85,A
1455,User1455,61,C
1456,User1456,45,C
1457,User1457,16,B
1458,User1458,41,A
1459,User1459,80,B
1460,User1460,47,B
1461,User1461,43,B
1462,User1462,26,A
1463,User1463,66,C
1464,User1464,22,C
1465,User1465,69,B
1466,User1466,21,A
1467,User1467,11,B
1468,User1468,53,A
1469,User1469,43,B
1470,User1470,33,A
1471,User1471,73,C
1472,User1472,41,A
1473,User1473,87,C
1474,User1474,3,C
1475,User1475,83,C
1476,User1476,67,A
1477,User1477,26,A
1478,User1478,41,B
1479,User1479,100,C
1480,User1480,39,A
1481,User1481,67,C
1482,User1482,51,C
1483,User1483,100,A
1484,User1484,0,B
1485,User1485,50,C
1486,User1486,28,B
1487,User1487,38,A
1488,User1488,10,A
1489,User1489,27,B
1490,User1490,71,C
1491,User1491,20,B
1492,User1492,2,C
1493,User1493,62,C
1494,User1494,99,B
1495,User1495,38,B
1496,User1496,85,A
1497,User1497,84,C
1498,User1498,90,C
1499,User1499,71,C
1500,User1500,34,B
1501,User1501,41,A
1502,User1502,6,A
1503,User1503,72,B
1504,User1504,89,C
1505,User1505,87,A
1506,User1506,98,B
1507,User1507,61,B
1508,User1508,38,C
1509,User1509,53,C
1510,User1510,40,B
1511,User1511,31,C
1512,User1512,30,C
1513,User1513,78,C
1514,User1514,3,A
1515,User1515,100,A
1516,User1516,100,A
1517,User1517,34,C
1518,User1518,53,A
1519,User1519,91,A
1520,User1520,40,C
1521,User1521,65,C
1522,User1522,34,A
1523,User1523,32,B
1524,User1524,38,B
1525,User1525,37,B
1526,User1526,43,B
1527,User1527,20,A
1528,User1528,72,C
1529,User1529,32,A
1530,User1530,2,C
1531,User1531,56,A
1532,User1532,19,A
1533,User1533,37,C
1534,User1534,46,C
1535,User1535,69,A
1536,User1536,89,C
1537,User1537,51,A
1538,User1538,3,B
1539,User1539,95,C
1540,User1540,14,C
1541,User1541,91,C
1542,User1542,85,B
1543,User1543,91,C
1544,User1544,4,C
1545,User1545,87,B
1546,User1546,51,C
1547,User1547,43,C
1548,User1548,81,B
1549,User1549,82,A
1550,User1550,18,B
1551,User1551,55,C
1552,User1552,73,B
1553,User1553,56,C
1554,User1554,80,A
1555,User1555,52,A
1556,User1556,43,B
1557,User1557,9,B
1558,User1558,98,A
1559,User1559,69,B
1560,User1560,82,A
1561,User1561,20,C
1562,User1562,22,A
1563,User1563,90,B
1564,User1564,8,C
1565,User1565,79,A
1566,User1566,46,C
1567,User1567,38,C
1568,User1568,18,C
1569,User1569,93,B
1570,User1570,24,C
1571,User1571,27,C
1572,User1572,21,B
1573,User1573,73,B
1574,User1574,80,A
1575,User1575,36,A
1576,User1576,23,C
1577,User1577,57,A
1578,User1578,4,C
1579,User1579,10,C
1580,User1580,2,A
1581,User1581,98,C
1582,User1582,38,C
1583,User1583,42,A
1584,User1584,93,B
1585,User1585,83,C
1586,User1586,87,B
1587,User1587,46,A
1588,User1588,78,C
1589,User1589,76,B
1590,User1590,54,C
1591,User1591,88,B
1592,User1592,54,A
1593,User1593,2,C
1594,User1594,24,C
1595,User1595,62,B
1596,User1596,7,B
1597,User1597,7,B
1598,User1598,15,B
1599,User1599,68,B
1600,User1600,50,A
1601,User1601,100,A
1602,User1602,71,C
1603,User1603,51,C
1604,User1604,21,A
1605,User1605,70,C
1606,User1606,47,A
1607,User1607,75,A
1608,User1608,38,A
1609,User1609,56,C
1610,User1610,99,A
1611,User1611,55,A
1612,User1612,21,C
1613,User1613,40,C
1614,User1614,78,C
1615,User1615,31,C
1616,User1616,71,A
1617,User1617,84,B
1618,User1618,56,B
1619,User1619,79,C
1620,User1620,64,C
1621,User1621,11,A
1622,User1622,6,C
1623,User1623,88,A
1624,User1624,63,A
1625,User1625,100,A
1626,User1626,73,C
1627,User1627,48,C
1628,User1628,11,A
1629,User1629,15,A
1630,User1630,39,B
1631,User1631,18,A
1632,User1632,23,A
1633,User1633,56,A
1634,User1634,76,A
1635,User1635,56,A
1636,User1636,58,C
1637,User1637,86,A
1638,User1638,41,A
1639,User1639,28,B
1640,User1640,12,C
1641,User1641,62,A
1642,User1642,58,C
1643,User1643,21,C
1644,User1644,56,B
1645,User1645,100,B
1646,User1646,62,A
1647,User1647,49,C
1648,User1648,57,B
1649,User1649,99,C
1650,User1650,80,A
1651,User1651,59,B
1652,User1652,96,A
1653,User1653,46,B
1654,User1654,54,C
1655,User1655,26,B
1656,User1656,19,C
1657,User1657,70,A
1658,User1658,68,B
1659,User1659,91,A
1660,User1660,34,A
1661,User1661,97,A
1662,User1662,43,C
1663,User1663,10,C
1664,User1664,100,A
1665,User1665,48,B
1666,User1666,76,B
1667,User1667,25,A
1668,User1668,1,A
1669,User1669,46,A
1670,User1670,97,A
1671,User1671,44,C
1672,User1672,42,A
1673,User1673,11,C
1674,User1674,89,A
1675,User1675,50,A
1676,User1676,38,A
1677,User1677,72,C
1678,User1678,57,A
1679,User1679,88,A
1680,User1680,49,A
1681,User1681,77,A
1682,User1682,41,A
1683,User1683,48,C
1684,User1684,99,A
1685,User1685,67,A
1686,User1686,83,B
1687,User1687,63,A
1688,User1688,85,A
1689,User1689,48,C
1690,User1690,68,B
1691,User1691,91,C
1692,User1692,39,B
1693,User1693,64,A
1694,User1694,33,B
1695,User1695,36,B
1696,User1696,44,B
1697,User1697,24,C
1698,User1698,6,B
1699,User1699,49,A
1700,User1700,35,C
1701,User1701,89,A
1702,User1702,81,C
1703,User1703,42,C
1704,User1704,71,B
1705,User1705,99,A
1706,User1706,4,A
1707,User1707,81,B
1708,User1708,80,A
1709,User1709,86,B
1710,User1710,0,A
1711,User1711,64,B
1712,User1712,79,A
1713,User1713,84,C
1714,User1714,42,A
1715,User1715,67,B
1716,User1716,66,A
1717,User1717,9,A
1718,User1718,96,C
1719,User1719,98,B
1720,User1720,53,B
1721,User1721,57,C
1722,User1722,88,C
1723,User1723,11,C
1724,User1724,5,C
1725,User1725,28,A
1726,User1726,61,A
1727,User1727,68,A
1728,User1728,48,A
1729,User1729,44,B
1730,User1730,2,B
1731,User1731,79,A
1732,User1732,3,A
1733,User1733,37,A
1734,User1734,70,A
1735,User1735,11,C
1736,User1736,49,A
1737,User1737,39,B
1738,User1738,20,A
1739,User1739,94,B
1740,User1740,2,B
1741,User1741,29,C
1742,User1742,27,A
1743,User1743,55,B
1744,User1744,75,C
1745,User1745,12,A
1746,User1746,0,A
1747,User1747,9,B
1748,User1748,48,B
1749,User1749,78,C
1750,User1750,85,B
1751,User1751,35,C
1752,User1752,6,B
1753,User1753,21,B
1754,User1754,12,B
1755,User1755,47,C
1756,User1756,32,C
1757,User1757,26,B
1758,User1758,68,A
1759,User1759,57,A
1760,User1760,86,C
1761,User1761,83,C
1762,User1762,38,B
1763,User1763,40,C
1764,User1764,75,B
1765,User1765,67,C
1766,User1766,73,B
1767,User1767,28,C
1768,User1768,26,C
1769,User1769,29,B
1770,User1770,41,C
1771,User1771,69,C
1772,User1772,62,A
1773,User1773,31,C
1774,User1774,19,B
1775,User1775,18,C
1776,User1776,11,B
1777,User1777,0,A
1778,User1778,92,C
1779,User1779,66,A
1780,User1780,51,B
1781,User1781,56,A
1782,User1782,63,C
1783,User1783,1,A
1784,User1784,7,A
1785,User1785,1,B
1786,User1786,5,B
1787,User1787,94,B
1788,User1788,88,A
1789,User1789,87,B
1790,User1790,78,B
1791,User1791,62,B
1792,User1792,27,C
1793,User1793,88,B
1794,User1794,9,B
1795,User1795,99,A
1796,User1796,10,C
1797,User1797,100,B
1798,User1798,54,C
1799,User1799,18,A
1800,User1800,23,B
1801,User1801,1,A
1802,User1802,26,A
1803,User1803,92,A
1804,User1804,42,B
1805,User1805,82,A
1806,User1806,44,A
1807,User1807,98,B
1808,User1808,80,C
1809,User1809,56,B
1810,User1810,80,B
1811,User1811,24,A
1812,User1812,70,A
1813,User1813,34,A
1814,User1814,37,A
1815,User1815,36,A
1816,User1816,86,C
1817,User1817,93,A
1818,User1818,79,C
1819,User1819,29,A
1820,User1820,13,C
1821,User1821,0,A
1822,User1822,2,B
1823,User1823,94,C
1824,User1824,11,B
1825,User1825,74,A
1826,User1826,76,C
1827,User1827,42,A
1828,User1828,87,A
1829,User1829,5,A
1830,User1830,69,A
1831,User1831,55,B
1832,User1832,34,C
1833,User1833,40,A
1834,User1834,14,B
1835,User1835,40,B
1836,User1836,12,C
1837,User1837,28,B
1838,User1838,42,B
1839,User1839,4,B
1840,User1840,59,B
1841,User1841,3,A
1842,User1842,84,A
1843,User1843,13,A
1844,User1844,46,B
1845,User1845,89,B
1846,User1846,54,A
1847,User1847,74,A
1848,User1848,20,C
1849,User1849,28,C
1850,User1850,45,A
1851,User1851,36,C
1852,User1852,5,C
1853,User1853,51,A
1854,User1854,56,B
1855,User1855,1,A
1856,User1856,6,C
1857,User1857,13,B
1858,User1858,94,A
1859,User1859,44,C
1860,User1860,53,A
1861,User1861,83,A
1862,User1862,94,C
1863,User1863,0,A
1864,User1864,83,C
1865,User1865,58,B
1866,User1866,69,C
1867,User1867,76,A
1868,User1868,46,A
1869,User1869,36,B
1870,User1870,12,B
1871,User1871,94,B
1872,User1872,76,A
1873,User1873,3,B
1874,User1874,5,B
1875,User1875,73,C
1876,User1876,97,B
1877,User1877,68,C
1878,User1878,56,B
1879,User1879,58,A
1880,User1880,47,C
1881,User1881,38,C
1882,User1882,81,C
1883,User1883,11,A
1884,User1884,62,B
1885,User1885,13,B
1886,User1886,11,A
1887,User1887,67,A
1888,User1888,84,B
1889,User1889,62,C
1890,User1890,89,A
1891,User1891,96,C
1892,User1892,52,B
1893,User1893,34,B
1894,User1894,83,C
1895,User1895,9,C
1896,User1896,88,C
1897,User1897,62,C
1898,User1898,71,B
1899,User1899,3,B
1900,User1900,86,A
1901,User1901,3,C
1902,User1902,62,C
1903,User1903,60,A
1904,User1904,78,B
1905,User1905,89,C
1906,User1906,55,A
1907,User1907,94,A
1908,User1908,79,C
1909,User1909,38,A
1910,User1910,35,B
1911,User1911,100,C
1912,User1912,94,A
1913,User1913,15,A
1914,User1914,60,C
1915,User1915,96,A
1916,User1916,14,A
1917,User1917,25,A
1918,User1918,94,A
1919,User1919,18,B
1920,User1920,93,B
1921,User1921,63,B
1922,User1922,62,C
1923,User1923,5,B
1924,User1924,67,A
1925,User1925,21,B
1926,User1926,18,B
1927,User1927,63,C
1928,User1928,51,A
1929,User1929,51,A
1930,User1930,83,C
1931,User1931,99,B
1932,User1932,8,A
1933,User1933,34,C
1934,User1934,60,A
1935,User1935,35,C
1936,User1936,99,B
1937,User1937,46,B
1938,User1938,20,B
1939,User1939,9,C
1940,User1940,96,A
1941,User1941,66,B
1942,User1942,77,B
1943,User1943,17,A
1944,User1944,63,A
1945,User1945,3,B
1946,User1946,89,B
1947,User1947,11,A
1948,User1948,42,C
1949,User1949,85,C
1950,User1950,66,A
1951,User1951,97,A
1952,User1952,91,C
1953,User1953,0,B
1954,User1954,83,B
1955,User1955,58,B
1956,User1956,68,B
1957,User1957,78,A
1958,User1958,12,C
1959,User1959,16,C
1960,User1960,14,A
1961,User1961,14,C
1962,User1962,36,A
1963,User1963,62,B
1964,User1964,4,B
1965,User1965,2,C
1966,User1966,65,C
1967,User1967,12,C
1968,User1968,63,B
1969,User1969,94,B
1970,User1970,10,A
1971,User1971,33,B
1972,User1972,12,B
1973,User1973,71,A
1974,User1974,60,B
1975,User1975,23,B
1976,User1976,78,A
1977,User1977,57,B
1978,User1978,15,C
1979,User1979,86,A
1980,User1980,21,B
1981,User1981,26,B
1982,User1982,86,A
1983,User1983,86,A
1984,User1984,14,C
1985,User1985,41,B
1986,User1986,78,C
1987,User1987,23,B
1988,User1988,29,A
1989,User1989,25,C
1990,User1990,36,B
1991,User1991,34,B
1992,User1992,14,B
1993,User1993,18,A
1994,User1994,49,B
1995,User1995,96,A
1996,User1996,23,C
1997,User1997,92,C
1998,User1998,99,B
1999,User1999,66,B
2000,User2000,96,C
2001,User2001,77,C
2002,User2002,59,B
2003,User2003,56,C
2004,User2004,0,B
2005,User2005,35,B
2006,User2006,41,A
2007,User2007,48,A
2008,User2008,86,B
2009,User2009,44,A
2010,User2010,84,A
2011,User2011,45,A
2012,User2012,75,B
2013,User2013,87,C
2014,User2014,63,B
2015,User2015,78,A
2016,User2016,14,C
2017,User2017,42,B
2018,User2018,77,C
2019,User2019,29,B
2020,User2020,100,C
2021,User2021,60,B
2022,User2022,14,A
2023,User2023,80,A
2024,User2024,95,B
2025,User2025,67,C
2026,User2026,81,A
2027,User2027,8,C
2028,User2028,31,B
2029,User2029,2,A
2030,User2030,22,C
2031,User2031,98,B
2032,User2032,12,C
2033,User2033,57,C
2034,User2034,7,A
2035,User2035,22,B
2036,User2036,63,B
2037,User2037,72,C
2038,User2038,40,C
2039,User2039,97,A
2040,User2040,76,C
2041,User2041,51,B
2042,User2042,63,A
2043,User2043,82,A
2044,User2044,47,C
2045,User2045,25,A
2046,User2046,43,C
2047,User2047,100,A
2048,User2048,67,C
2049,User2049,34,A
2050,User2050,69,A
2051,User2051,31,A
2052,User2052,55,C
2053,User2053,20,A
2054,User2054,56,C
2055,User2055,91,C
2056,User2056,39,C
2057,User2057,96,B
2058,User2058,3,B
2059,User2059,53,A
2060,User2060,99,A
2061,User2061,9,A
2062,User2062,3,A
2063,User2063,50,B
2064,User2064,35,B
2065,User2065,32,B
2066,User2066,94,C
2067,User2067,82,C
2068,User2068,46,A
2069,User2069,95,C
2070,User2070,42,A
2071,User2071,43,A
2072,User2072,38,A
2073,User2073,48,C
2074,User2074,71,A
2075,User2075,79,C
2076,User2076,5,B
2077,User2077,29,B
2078,User2078,94,B
2079,User2079,48,B
2080,User2080,86,B
2081,User2081,44,B
2082,User2082,57,B
2083,User2083,46,C
2084,User2084,49,C
2085,User2085,46,B
2086,User2086,25,A
2087,User2087,24,C
2088,User2088,22,A
2089,User2089,30,C
2090,User2090,78,A
2091,User2091,6,C
2092,User2092,95,A
2093,User2093,28,C
2094,User2094,59,A
2095,User2095,74,B
2096,User2096,8,C
2097,User2097,1,C
2098,User2098,7,A
2099,User2099,48,B
2100,User2100,18,C
2101,User2101,55,C
2102,User2102,88,A
2103,User2103,21,B
2104,User2104,76,B
2105,User2105,58,B
2106,User2106,78,A
2107,User2107,82,C
2108,User2108,80,B
2109,User2109,78,A
2110,User2110,35,C
2111,User2111,98,C
2112,User2112,90,B
2113,User2113,69,C
2114,User2114,50,C
2115,User2115,99,C
2116,User2116,86,A
2117,User2117,78,B
2118,User2118,90,B
2119,User2119,7,B
2120,User2120,66,B
2121,User2121,45,C
2122,User2122,38,B
2123,User2123,56,A
2124,User2124,47,C
2125,User2125,99,B
2126,User2126,95,B
2127,User2127,52,B
2128,User2128,91,A
2129,User2129,7,B
2130,User2130,58,A
2131,User2131,84,B
2132,User2132,9,B
2133,User2133,59,C
2134,User2134,71,C
2135,User2135,65,A
2136,User2136,9,A
2137,User2137,90,A
2138,User2138,72,B
2139,User2139,24,A
2140,User2140,42,C
2141,User2141,82,B
2142,User2142,82,C
2143,User2143,69,B
2144,User2144,94,C
2145,User2145,44,C
2146,User2146,55,B
2147,User2147,6,B
2148,User2148,12,C
2149,User2149,5,C
2150,User2150,25,C
2151,User2151,16,C
2152,User2152,17,A
2153,User2153,1,A
2154,User2154,37,B
2155,User2155,23,A
2156,User2156,6,B
2157,User2157,29,C
2158,User2158,77,B
2159,User2159,82,C
2160,User2160,96,C
2161,User2161,8,A
2162,User2162,21,B
2163,User2163,80,A
2164,User2164,3,B
2165,User2165,9,A
2166,User2166,57,A
2167,User2167,2,A
2168,User2168,44,C
2169,User2169,50,B
2170,User2170,0,A
2171,User2171,47,C
2172,User2172,24,B
2173,User2173,50,B
2174,User2174,85,B
2175,User2175,40,B
2176,User2176,62,A
2177,User2177,23,B
2178,User2178,98,C
2179,User2179,98,A
2180,User2180,57,A
2181,User2181,37,C
2182,User2182,70,B
2183,User2183,75,C
2184,User2184,15,A
2185,User2185,52,B
2186,User2186,15,C
2187,User2187,12,A
2188,User2188,41,A
2189,User2189,2,A
2190,User2190,78,A
2191,User2191,73,A
2192,User2192,24,C
2193,User2193,50,C
2194,User2194,89,B
2195,User2195,96,A
2196,User2196,85,C
2197,User2197,8,C
2198,User2198,30,C
2199,User2199,63,A
2200,User2200,70,A
2201,User2201,65,A
2202,User2202,27,B
2203,User2203,65,B
2204,User2204,27,B
2205,User2205,34,B
2206,User2206,34,A
2207,User2207,29,A
2208,User2208,17,A
2209,User2209,15,C
2210,User2210,43,B
2211,User2211,32,C
2212,User2212,47,C
2213,User2213,10,C
2214,User2214,29,B
2215,User2215,6,A
2216,User2216,3,A
2217,User2217,74,A
2218,User2218,58,B
2219,User2219,60,B
2220,User2220,37,A
2221,User2221,82,B
2222,User2222,69,A
2223,User2223,94,A
2224,User2224,13,B
2225,User2225,54,A
2226,User2226,0,C
2227,User2227,12,B
2228,User2228,40,C
2229,User2229,70,B
2230,User2230,53,B
2231,User2231,3,A
2232,User2232,66,C
2233,User2233,89,A
2234,User2234,6,B
2235,User2235,21,A
2236,User2236,42,A
2237,User2237,17,A
2238,User2238,79,C
2239,User2239,18,B
2240,User2240,80,B
2241,User2241,62,C
2242,User2242,99,C
2243,User2243,83,A
2244,User2244,56,A
2245,User2245,53,C
2246,User2246,62,A
2247,User2247,29,A
2248,User2248,32,C
2249,User2249,47,C
2250,User2250,47,B
2251,User2251,16,B
2252,User2252,71,B
2253,User2253,44,A
2254,User2254,2,B
2255,User2255,21,C
2256,User2256,56,B
2257,User2257,85,B
2258,User2258,33,B
2259,User2259,79,A
2260,User2260,62,C
2261,User2261,15,B
2262,User2262,11,A
2263,User2263,29,A
2264,User2264,13,A
2265,User2265,24,A
2266,User2266,86,A
2267,User2267,44,C
2268,User2268,11,C
2269,User2269,92,C
2270,User2270,56,A
2271,User2271,65,A
2272,User2272,72,C
2273,User2273,2,C
2274,User2274,2,C
2275,User2275,28,A
2276,User2276,80,C
2277,User2277,63,B
2278,User2278,57,B
2279,User2279,60,A
2280,User2280,58,C
2281,User2281,54,A
2282,User2282,70,C
2283,User2283,79,C
2284,User2284,5,A
2285,User2285,30,A
2286,User2286,95,C
2287,User2287,75,B
2288,User2288,22,A
2289,User2289,42,B
2290,User2290,70,B
2291,User2291,35,A
2292,User2292,49,B
2293,User2293,95,C
2294,User2294,54,A
2295,User2295,52,C
2296,User2296,88,B
2297,User2297,45,C
2298,User2298,42,A
2299,User2299,2,C
2300,User2300,94,C
2301,User2301,55,C
2302,User2302,32,B
2303,User2303,3,C
2304,User2304,64,B
2305,User2305,64,B
2306,User2306,33,C
2307,User2307,21,C
2308,User2308,62,A
2309,User2309,55,A
2310,User2310,18,B
2311,User2311,70,B
2312,User2312,0,C
2313,User2313,84,C
2314,User2314,91,B
2315,User2315,34,B
2316,User2316,59,A
2317,User2317,8,A
2318,User2318,46,A
2319,User2319,63,A
2320,User2320,73,A
2321,User2321,73,B
2322,User2322,25,C
2323,User2323,56,A
2324,User2324,51,B
2325,User2325,42,B
2326,User2326,87,B
2327,User2327,38,B
2328,User2328,65,C
2329,User2329,80,A
2330,User2330,99,C
2331,User2331,78,C
2332,User2332,24,C
2333,User2333,35,B
2334,User2334,5,A
2335,User2335,2,B
2336,User2336,64,C
2337,User2337,80,C
2338,User2338,5,B
2339,User2339,13,A
2340,User2340,38,A
2341,User2341,2,A
2342,User2342,31,C
2343,User2343,21,A
2344,User2344,79,C
2345,User2345,28,C
2346,User2346,33,C
2347,User2347,67,C
2348,User2348,30,B
2349,User2349,71,B
2350,User2350,67,A
2351,User2351,80,A
2352,User2352,50,C
2353,User2353,2,C
2354,User2354,45,A
2355,User2355,18,A
2356,User2356,29,A
2357,User2357,9,C
2358,User2358,72,B
2359,User2359,15,A
2360,User2360,27,A
2361,User2361,2,C
2362,User2362,34,A
2363,User2363,46,A
2364,User2364,35,A
2365,User2365,48,B
2366,User2366,31,B
2367,User2367,69,C
2368,User2368,5,C
2369,User2369,69,A
2370,User2370,89,A
2371,User2371,79,A
2372,User2372,23,C
2373,User2373,31,C
2374,User2374,67,A
2375,User2375,15,A
2376,User2376,67,B
2377,User2377,21,B
2378,User2378,84,A
2379,User2379,15,B
2380,User2380,74,C
2381,User2381,1,A
2382,User2382,37,B
2383,User2383,59,A
2384,User2384,40,A
2385,User2385,60,A
2386,User2386,10,A
2387,User2387,76,A
2388,User2388,4,A
2389,User2389,26,C
2390,User2390,80,A
2391,User2391,4,A
2392,User2392,64,A
2393,User2393,16,C
2394,User2394,42,A
2395,User2395,83,B
2396,User2396,79,B
2397,User2397,23,C
2398,User2398,99,A
2399,User2399,75,C
2400,User2400,68,B
2401,User2401,36,C
2402,User2402,13,C
2403,User2403,96,A
2404,User2404,28,A
2405,User2405,98,B
2406,User2406,77,C
2407,User2407,69,A
2408,User2408,59,C
2409,User2409,15,A
2410,User2410,57,A
2411,User2411,44,B
2412,User2412,46,C
2413,User2413,13,A
2414,User2414,57,C
2415,User2415,17,A
2416,User2416,86,B
2417,User2417,81,A
2418,User2418,16,C
2419,User2419,82,B
2420,User2420,85,C
2421,User2421,21,C
2422,User2422,8,A
2423,User2423,92,B
2424,User2424,55,B
2425,User2425,85,C
2426,User2426,30,B
2427,User2427,32,B
2428,User2428,90,B
2429,User2429,94,C
2430,User2430,87,C
2431,User2431,60,C
2432,User2432,70,C
2433,User2433,64,B
2434,User2434,80,B
2435,User2435,44,C
2436,User2436,68,B
2437,User2437,83,B
2438,User2438,47,A
2439,User2439,25,B
2440,User2440,72,A
2441,User2441,26,A
2442,User2442,88,B
2443,User2443,93,C
2444,User2444,71,B
2445,User2445,89,B
2446,User2446,89,C
2447,User2447,25,B
2448,User2448,14,B
2449,User2449,8,B
2450,User2450,80,C
2451,User2451,75,A
2452,User2452,100,C
2453,User2453,37,A
2454,User2454,48,A
2455,User2455,84,B
2456,User2456,80,C
2457,User2457,51,B
2458,User2458,78,A
2459,User2459,67,A
2460,User2460,37,A
2461,User2461,2,C
2462,User2462,11,A
2463,User2463,55,A
2464,User2464,37,B
2465,User2465,28,A
2466,User2466,53,B
2467,User2467,27,C
2468,User2468,29,B
2469,User2469,16,C
2470,User2470,19,C
2471,User2471,31,A
2472,User2472,33,C
2473,User2473,11,B
2474,User2474,82,C
2475,User2475,28,C
2476,User2476,30,C
2477,User2477,97,C
2478,User2478,31,C
2479,User2479,10,C
2480,User2480,46,C
2481,User2481,73,B
2482,User2482,54,A
2483,User2483,11,B
2484,User2484,98,A
2485,User2485,3,B
2486,User2486,90,A
2487,User2487,28,B
2488,User2488,43,B
2489,User2489,3,C
2490,User2490,49,C
2491,User2491,34,A
2492,User2492,39,A
2493,User2493,96,A
2494,User2494,16,B
2495,User2495,67,C
